nos_id,industry,title,overview,performance_criteria,knowledge_understanding,keywords,relevant_roles,ofqual_id,unit_id,unit_title,unit_description,unit_learning_outcomes,qualification_type,qualification_level,assessment_methods,sector_subject_area,awarding_organisation,total_credits,guided_learning_hours,total_qualification_time,awarding_organization,similarity_score
MPQVG09,Mine Ventilation and Ground Control Engineering,Provide leadership in the mine,"This qualification is specifically designed for the officers in Mines Rescue Services, confirming competence in an occupational role to the required standards.","- Communicate and reinforce the organization’s purpose, values, vision, and objectives.
- Ensure operational plans align with mine objectives.
- Monitor activities that impact your area of responsibility.
- Address conflicts, diversity, and inclusion challenges.
- Foster a motivating and rewarding culture.
- Adapt leadership styles to suit situations and individuals.
- Inspire individuals to achieve objectives aligned with the organizational plan.
- Provide support during changes or setbacks.
- Encourage idea sharing and individual initiative.
- Build trust and obtain feedback on leadership effectiveness.","- Distinction between management and leadership.
- Significance of organizational vision and values.
- Methods to ensure operational plans align with objectives.
- Communication techniques suitable for the organization.
- Identification and resolution of challenges (conflict, inclusion, diversity).
- Application of various leadership methods and their organizational effects.
- Techniques for motivating and rewarding personnel.
- Importance of fostering a culture that values achievement.
- Utilization of feedback for personal leadership development.
- Awareness of the strengths and limitations of oneself and others.
- Understanding legal and regulatory requirements related to mining.","mine, mining, leadership, engineering, manage, management, motivate, operational plans, safety, environmental issues.","- Manager in Mining  
- Mine Ventilation Engineer  
- Mine Engineer  
- Mine Ground Control Engineer",610/2911/7,F/650/7589,Provide Leadership in own Area of Responsibility in a Mine,Develops leadership skills relevant to mining operations.,"1. Demonstrate leadership in mining operations.
  - Lead teams effectively in a mining context.
  - Make decisions under pressure.",Occupational Qualification,Level 4,"Observation, Portfolio of Evidence, Practical Demonstration/Assignment, Professional Discussion",Manufacturing technologies,/organisations/RN5195,121.0,352.0,1176.0,MP Awards,0.7016941914540833
COGPACK40,Packaging,Maintain hygiene standards in handling and storing food products,This vocationally related qualification has been designed by City & Guilds in order to meet the needs of learners who work or want to work as professional chefs in the catering and hospitality sector.,"- Clean hands and fingernails before food handling  
- Comply with regulations for hair covering  
- Correctly use appropriate protective clothing  
- Properly place protective clothing after removal  
- Maintain cleanliness in washroom after use  
- Store food in designated areas  
- Monitor and maintain proper food storage temperatures  
- Implement stock rotation procedures  
- Identify and dispose of deteriorated stock  
- Clean work areas and equipment according to procedures  
- Store equipment and materials appropriately  
- Dispose of food waste properly  
- Recognize signs of contamination or infestation and report accordingly","- Importance of hygiene for customer confidence  
- Organizational cleanliness requirements  
- Procedures for hygienic food storage  
- Legal hygiene requirements  
- Contamination sources in storage and handling  
- Effects of contaminated food  
- Signs of unsafe food and infestation  
- Proper hand and hair hygiene  
- Use and disposal of protective clothing  
- Maintaining a clean washroom  
- Food storage guidelines and stock rotation  
- Equipment cleaning and waste disposal procedures","storage, hygiene, standards, storing, work area, equipment, contaminated, precautions, food products","- Food handlers  
- Packaging operatives  
- Process operatives  
- Manufacturing workers in food-related sectors",601/0717/0,H/502/0132,Food safety in catering,The aim of this unit is to provide learners with knowledge of the parameters of basic food safety practices as relevant to the catering industry.,"1. Understand how individuals can take personal responsibility for food safety
  - Outline the importance of food safety procedures, risk assessment, safe food handling and behaviour
  - Describe how to report food safety hazards
  - Outline the legal responsibilities of food handlers and food business operators.
2. Understand the importance of keeping him/herself clean and hygienic
  - Explain the importance of personal hygiene in food safety including its role in reducing the risk of contamination
  - Describe effective personal hygiene practices, for example, protective clothing, hand washing, personal illnesses, cuts and wounds.
3. Understand the importance of keeping the work areas clean and hygienic
  - Explain how to keep the work area and equipment clean and tidy to include cleaning and disinfection methods, safe use and storage of cleaning chemicals and materials, and waste disposal
  - State how work flow, work surfaces and equipment can reduce contamination risks and aid cleaning
  - Outline the importance of pest control.
4. Understand the importance of keeping food safe
  - State the sources and risks to food safety from contamination and cross-contamination to include microbial, chemical, physical and allergenic hazards
  - Explain how to deal with food spoilage including recognition, reporting and disposal
  - Describe safe food handling practices and procedures for storing, preparing, cooking, chilling, reheating, holding, serving and transporting food
  - Explain the importance of temperature controls when storing, preparing, cooking, chilling, reheating, holding, serving and transporting food
  - Describe stock control procedures including deliveries, storage, date marking and stock rotation.",Vocationally-Related Qualification,Level 2,"Practical Demonstration/Assignment, Practical Examination",Hospitality and catering,/organisations/RN5217,66.0,438.0,660.0,City and Guilds of London Institute,0.7015278649245529
CCSJ322,"Jewellery Manufacture, Silversmithing and Allied Trades","Keep up to date with the jewellery industry, allied trades and related technologies and trends",Level 5 Diploma in Jewellery Design and Manufacturing focusing on advanced techniques in jewellery manufacturing and design.,"- Research existing and emerging technologies and trends.
- Discuss application of technologies and trends with peers.
- Engage with forums and newsletters for updates.
- Share research findings with colleagues.
- Assess the relevance of research findings against current products.
- Test new techniques and materials from trends.
- Adapt market offerings according to trends and technologies.
- Present research findings effectively.
- Build professional networks to support work activities.
- Select appropriate professional development aids.","- Sources for information on emerging technologies and trends.
- Importance of staying current with industry practices.
- Types of skills development available.
- Effective communication and presentation skills.
- Research methods relevant to the industry.
- Assessment of personal professional development needs.
- Best practices for industry updates.
- Networking and relationship-building skills.
- Alignment with the company's business plan and direction.
- Understanding market viability and risks.
- Differentiating between fleeting trends and significant technological shifts.
- Principles of the British Hallmarking system.
- Current developments in gemmology.",Jewellery; design; technique; product; industry; silverware; metallurgy; gemmology; trends; developments,"Design Associate Professionals, Skilled Trades within the Jewellery Manufacture, Silversmithing and Allied Trades sector.",603/4592/5,K/617/5050,Plan and Manage Continued Professional Development in Craft,Focuses on the importance of ongoing professional development in jewellery craft.,"1. Develop a personal continuous professional development plan.
  - Identify areas for skill enhancement and development.
  - Set realistic goals for professional growth.",Occupational Qualification,Level 5,"Portfolio of Evidence, Practical Demonstration/Assignment",Manufacturing technologies,/organisations/RN5167,108.0,612.0,1080.0,Scottish Qualifications Authority trading as SQA,0.7013515134316506
PROSUM04,Supervision of Underground Mining Operations,"Carry out mine safety, first aid and emergency organisation","This qualification is specifically designed for the officers in Mines Rescue Services, confirming competence in an occupational role to the required standards.","- Reduce the risk and impact of emergencies  
- Respond to emergency situations  
- Deal with casualties  
- Control safe evacuation  
- Preserve affected areas and evidence","- Roles and responsibilities of mine personnel regarding emergencies  
- Definitions of hazard, accident, incident, dangerous occurrence, and emergency situation  
- Standards for workplace cleanliness and tidiness  
- Techniques for dynamic risk assessment and safe manual handling  
- Organisational and legislative procedures during emergencies  
- Identification of potential injuries and types of emergency situations in mining  
- Procedures for evacuation and extinguishing fires  
- Importance of equipment and facilities in emergency situations  
- Protocol for maintaining exclusion zones and preserving evidence","mines, supervision, underground, emergency, safety, first aid, evacuation, hazard, legislation, risk assessment, personnel","- Mine Supervisors  
- Coal Mining Operatives  
- Managers in Mining  
- Quarry Workers  
- Related Operatives",610/2911/7,Y/650/7586,Identify Health and Safety Hazards and Risks in Mines,Covers the identification of health and safety hazards and risks in mining environments.,"1. Understand health and safety hazards in mines.
  - Identify key hazards and risks in mining operations.
  - Demonstrate safety protocols to mitigate risks.",Occupational Qualification,Level 4,"Observation, Portfolio of Evidence, Practical Demonstration/Assignment, Professional Discussion",Manufacturing technologies,/organisations/RN5195,121.0,352.0,1176.0,MP Awards,0.7008660621935272
EUSNCO323,Network Construction Operations,Agree a course of action to deal with network construction (water) related issues,"The Level 5 Certificate in Managing Waste Water Networks is aimed at candidates working in a waste water network management role in the water industry, accredited onto the RQF.","- Confirm details of the water-related construction issue with customers  
- Ensure customers understand regulatory and organizational requirements  
- Confirm responsibility for construction or maintenance as per provided information  
- Agree on a course of action with customers adhering to regulations and practices  
- Refer matters when customers refuse the proposed action, informing them of the details  
- Conduct customer interactions following approved procedures  
- Record relevant information according to existing protocols","- Organisational policies and legal obligations regarding service pipe leaks  
- Customers' legal responsibilities for leaks on service pipes  
- Importance of ensuring customer understanding of legal implications regarding leaks  
- Required protocols for addressing leaks and customer interactions  
- Procedures for documentation and information recording","Regulatory requirements, statutory requirements, leakage, service pipes, customer obligations, health and safety, environmental standards","- Construction Supervisor  
- Network Construction Operative  
- Engineering roles in water network management and maintenance",603/4236/5,Y/617/4959,Understanding Waste Water Networks,"This unit covers the regulatory and legislative framework for the operation and maintenance of waste water networks, implications of the waste water network on treatment, and understanding the components that impact waste water quality.","1. Understand the regulatory and legislative framework in which the water industry operates, with particular emphasis on the impact of the framework on the operation and maintenance of the waste water network.
  - List the main legislation which pertains to the water industry and demonstrate an understanding of the key aspects and how they impact the operation of the waste water network
  - Explain the regulatory framework and Water Quality Standards pertaining to the discharge of treated waste water to the environment and applicable to the discharge of untreated storm water discharges, partially treated storm water discharges and treated waste water
  - Discuss possible future waste water network legislation and describe how the water industry can prepare, react and influence legislators and key opinion formers
  - Contribute to the management of the expectations of the various stakeholder groups which influence the water industry, including regulators
  - Explain the regulatory and economic impact of over and under achieving regulatory performance outcomes and contribute to the prioritisation of business activities to maximise the company’s regulatory position in relation to the waste water network
  - Describe the latest regulatory developments in relation to competition for water services and explain how the industry is adapting
2. Understand the implications of the waste water network on waste water treatment.
  - Explain how the waste water network and conditions in the network influence the operation of waste water treatment works
  - Explain the need for and operation of storm water storage and partial treatment of storm water overflows in relation to waste water networks and the management of Sustainable Urban Drainage Systems (SUDS)
3. Understand the impact of major components of the waste water network on waste water quality and resilience of the waste water network.
  - Explain how the major components of the network from ‘bath to bay’ impact on function, selection and maintenance requirements
  - Explain what data is required to inform the effective management of waste water network
  - Explain the role and differences between short storm water, emergency outfalls and Long Sea Outfalls
4. Understand the impact of new developments on the waste water network.
  - Demonstrate an awareness of the regulatory and legislative framework for the adoption of new assets, including Sustainable Drainage Systems
  - Demonstrate an awareness of the regulatory and legislative framework for work carried out by third parties on existing assets, e.g. diversion/build over, and new connections to existing assets
  - Demonstrate an awareness of the regulatory and legislative framework for the requisition of new assets
5. Understand the water company’s waste water collection systems for effective operational management of the waste water network.
  - Explain the water company’s strategy for the coordination of cross functional boundaries to ensure effective operation of collection of waste water
  - Explain how specific systems and processes ensure effective operational management of waste water network to meet regulatory and customer requirements
  - Explain the water company’s strategy on the evaluation of risk and its impact on operational management in relation to waste water networks
  - Explain the types of actions appropriate in the event of a failure or problem in relation to waste water networks
  - Explain the Water Company commercial billing systems based on both measured volumes for foul, combined sewerage as well as surface water and highways area basis for rainwater
  - Explain formulas for strength/pollution load billing systems, Mogden etc.
6. Understand hydraulic principles in relation to the waste water network.
  - Explain the application and importance of hydraulics for waste water networks
  - Explain Pump Curves and System Curves
  - Demonstrate the appropriate application of hydraulic principles across a range of waste water network applications and uses, including a scenario exercise for both foul sewerage flows and combined wet weather flows
  - Explain the different methods of flow measurement in sewers, including their advantages and disadvantages
7. Understand best practice for the operation and maintenance of waste water networks.
  - Explain typical operations of waste water network gravity pipelines and associated assets e.g. Combined Sewer Overflows and attenuation (detention) tanks
  - Explain the different waste water network overflow screening principles and techniques
  - Explain typical operations of waste water network pumping systems
8. Understand engineering principles in relation to waste water networks.
  - Explain the requirements and applicability of plant maintenance regimes within the water industry including the role and importance of first line maintenance
  - Explain basic electrical theory and principles and engineering practices to ensure the safe operation and isolation of electrical and mechanical plant
9. Understand best practice in relation to waste water networks and the processing of Trade Effluent in line with Regulatory requirements.
  - Explain the regulatory framework and legislation pertaining to Trade Effluent
  - Critically analyse the impact of trade effluent on waste water networks and how the effects can be mitigated
  - Explain how industrial dischargers of trade effluent are affected by enforcement of legislation
  - Explain how trade effluent legislation governs treatment costs
  - Explain how trade effluent is managed in the commercial environment in the water industry and how this operates in relation to waste water networks
10. Understand best practice for management of waste water network assets.
  - Explain the principles of whole life asset management, investment appraisal, and the application of maintenance strategies in the management of network assets
  - Describe how to evaluate and appraise options for waste water network investment projects to address risks and deficiencies in the waste water network asset base
  - Describe and critically evaluate the “Smart Network” technology and innovations which are available and becoming available to proactively manage network assets, with emphasis on predict and prevention of asset failure
  - Critically analyse the origins of events and incidents and how they can occur in relation to both self-inflicted and “otherwise”
  - Identify processes that can be used to avoid and minimise the occurrence of operational network failures that affect customers and network operation
  - Describe the legislation pertaining to working in the Highway and its impact on operational activity
  - Explain and critically analyse the appropriate methods of network repair and maintenance and the options for managing this activity through internal or external resources
  - Demonstrate an understanding of the different gravity sewer and pressurised sewer rising main rehabilitation techniques to extend the asset life of different waste water network assets
11. Understand best practice for dealing with public health nuisance.
  - Explain the origin and nature of nuisance arising from the waste water network e.g. odour, rodents, noise
  - Explain legislation pertaining to nuisance control
  - Demonstrate an understanding of the link between the waste water network and public health by an understanding of waterborne diseases and its control and prevention
  - Explain the causes of the deterioration of waste water quality within the network and the controls available to prevent it, e.g. Septicity
  - Explain how nuisance can affect the health and well-being of workers and stakeholders
  - Explain methods for assessing nuisance and the range of control methods available
12. Understand best practice for dealing with failures or problems arising within the operations of the waste water network.
  - Explain how to identify and evaluate waste water network operations outside normal parameters of operation
  - Explain how to resolve routine events on the waste water network e.g. blockage, FOGs
  - Explain necessary actions that may be required to safeguard the health and safety of customers and minimise detrimental impact on the environment
13. Understanding best practice for dealing with waste water network flooding.
  - Explain the regulatory framework and legislation pertaining to waste water network flooding
  - Explain the difference between “hydraulic capacity flooding” and “extreme weather event – return period”
  - Explain the typical impact of waste water network flooding on customers and how the affects can be mitigated
  - Describe the process for managing waste water network flooding including regulatory reporting
14. Understanding best practice for dealing with waste water network pollution.
  - Explain the regulatory framework and legislation pertaining to pollution
  - Explain the typical impact of waste water network pollution on the environment and how the affects can be mitigated
  - Describe the process for managing pollution including regulatory reporting
15. Understand the importance and application of innovation within the Water Sector pertaining to the waste water network.
  - Explain the importance and application of innovation within the Water Sector
  - Describe how you can use the innovation process within their organisation to deliver tangible benefits
16. Understand the importance and application of resilience within the Water Sector.
  - Explain how resilience can be applied to the operation of the waste water network of their organisation, including through the use of scenario planning
  - Explain how innovation can enhance resilience and the management of the waste water network within their organisation
17. Understand the management of the customer experience within waste water networks.
  - Describe how compliance with all customer legislative standards is achieved
  - Explain how the customer experience within the waste water network can be monitored and how it is reported
  - Describe factors to consider in managing and recovering from a waste water network incident
  - Identify some of the factors to consider when reviewing and learning from an incident
  - Describe all the external stakeholders involved in the customer experience and the structure needed to manage engagement with these bodies pertaining to waste water networks",Occupational Qualification,Level 5,Portfolio of Evidence,Public services,/organisations/RN5334,26.0,260.0,260.0,ProQual Awarding Body,0.7008482251598835
CCSJ44,"Jewellery Manufacture, Silversmithing and Allied Trades",Form jewellery components using advanced techniques,Level 5 Diploma in Jewellery Design and Manufacturing focusing on advanced techniques in jewellery manufacturing and design.,"- Plan production of jewellery components according to project needs.  
- Produce design specifications and work schedules following industry best practices.  
- Utilize a range of advanced techniques to create jewellery components.  
- Conduct checks for dimensional accuracy and quality assurance.  
- Dry assemble components to verify fit and tolerance before final fixing.  
- Communicate production needs effectively.  
- Implement production plans in adherence to best practices.  
- Inspect work for defects and take corrective action when needed.  
- Deliver completed work to meet given specifications.","- Safety precautions for hand and machine tool usage.  
- Techniques to illustrate and communicate jewellery designs.  
- Methods for calculating dimensions for component production.  
- Techniques for creating advanced three-dimensional jewellery forms.  
- General gemmology theory relevant to jewellery settings.  
- Properties of materials used in jewellery making.  
- Tools and processes for making jigs or aids for advanced components.  
- Additional forming techniques for fabricating intricate jewellery.  
- Knowledge of CNC, laser, and other advanced technologies in jewellery production.  
- Methods for verifying dimensional accuracy and specifications.  
- Awareness of common defects and rectification methods.  
- Best practices in advanced jewellery forming techniques within the industry.","Jewellery, design, technique, product, components, silverwork, metallurgy, advanced, complex, expert","- Design Associate Professionals  
- Skilled Trades within Jewellery Manufacture, Silversmithing and Allied Trades",603/4592/5,L/617/4991,CAD Manufacturing,This unit involves using computer-aided design tools for modelling and producing jewellery designs.,"1. Effectively use CAD software in jewellery design.
  - Create detailed 3D models of jewellery components.
  - Generate accurate technical drawings from CAD designs.",Occupational Qualification,Level 5,"Portfolio of Evidence, Practical Demonstration/Assignment",Manufacturing technologies,/organisations/RN5167,108.0,612.0,1080.0,Scottish Qualifications Authority trading as SQA,0.7008434700980395
PROMR17,Mines Rescue Operations,Establish and maintain a fresh air base,"This qualification is specifically designed for the officers in Mines Rescue Services, confirming competence in an occupational role to the required standards.","- Establish and maintain effective communication with control points.  
- Confirm suitability of the fresh air base site.  
- Maintain incident logs.  
- Establish contact with the person in charge of underground operations.  
- Ensure rescue personnel and equipment are fit, tested, and utilized correctly.  
- Arrange for segregation, storage, and transportation of equipment.  
- Monitor conditions at the fresh air base.  
- Conduct briefings for the team before and after operations.  
- Ensure availability of up-to-date mine plans.  
- Issue correct personal protective equipment.  
- Arrange timely transport of personnel and equipment.  
- Make provisions for treatment and transport of casualties.  
- Secure safety of non-rescue personnel.  
- Organize environmental monitoring and air analysis.  
- Respond effectively to changing circumstances.  
- Complete records and reports as per regulations.  
- Adhere to legislative and organizational requirements.","- The object and scope of mines rescue work.  
- Management structure and emergency procedures in a mine.  
- Responsibilities during emergencies and among the team.  
- Legislative and organizational procedures during emergencies.  
- Effective communication practices and incident log maintenance.  
- Transportation arrangements for personnel and equipment.  
- Environmental monitoring principles and recording procedures.  
- First aid arrangements and dealing with casualties.  
- Handling hazardous environments and control measures.  
- Knowledge of specialist equipment and its proper use.  
- Methods for accounting for personnel during emergencies.","mines, mining, rescue, underground, operations, hazards, emergency","- Coal mine operatives  
- Quarry workers and related operatives  
- Managers in mining and energy  
- Mines Rescue Operations personnel",610/2911/7,H/650/7606,Control Activities Under Emergency Conditions in Mines Rescue Operations,Focuses on controlling operations during emergencies in mines.,"1. Supervise all activities during emergencies effectively.
  - Implement control measures during crises.
  - Coordinate team actions under stress.",Occupational Qualification,Level 4,"Observation, Portfolio of Evidence, Practical Demonstration/Assignment, Professional Discussion",Manufacturing technologies,/organisations/RN5195,121.0,352.0,1176.0,MP Awards,0.7007532494752264
IMPCB126,Craft Bakery,Produce Specialist Individual Dough-Based Products,"This qualification is designed for learners who are working in the baking industry, offering development of skills and knowledge required to prove competence at work.","- Identify required resources for production based on recipes and specifications  
- Order and arrange resources effectively  
- Resolve conflicting production requirements with personnel  
- Develop production plans that comply with health and safety standards  
- Confirm plans with relevant personnel  
- Ensure resource availability for production needs  
- Apply advanced craft techniques to meet product specifications  
- Address production-related and technical issues promptly  
- Recover and utilize waste according to procedures  
- Maintain compliance with health, food safety, allergen, and organizational standards  
- Clean and maintain equipment following Food Safety regulations  
- Present finished products for approval  
- Store completed products according to procedures  
- Advise on packaging, wrapping, and transportation methods  
- Verify that products meet specifications before dispatch","- Health and safety standards and their importance  
- Planning production for specialist products  
- Resource application for individual products  
- Quality control measures for production  
- Interpretation and use of product specifications  
- Proper use of advanced craft production tools and equipment  
- Behavior and characteristics of materials during production and storage  
- Management of production waste materials  
- Use of colors and additives in advanced production  
- Storage requirements for specialist individual products  
- Providing guidance for product dispatch and transport",Dough; Evaluate; Specialist; Products; Craft; Bakery; Baker; Food Safety; Allergen Management; Production Techniques; Artisan.,"- Baker  
- Food Production Operatives  
- Process Operatives  
- Production Technicians in Craft Bakery Operations",600/0514/2,K/602/4600,Design and develop specialist individual dough based products,"This unit allows learners to create and refine specialized dough-based products, focusing on the development process.","1. Design innovative dough-based products
  - Research current market trends
  - Generate product ideas and concepts.",Occupational Qualification,Level 3,Portfolio of Evidence,Manufacturing technologies,/organisations/RN5184,27.0,132.0,270.0,FDQ Limited,0.7006637932014554
PPLGS2028,Gambling Operations,"Maintain food safety when storing, holding and serving food",This vocationally related qualification has been designed by City & Guilds in order to meet the needs of learners who work or want to work as professional chefs in the catering and hospitality sector.,"- Keep yourself clean and hygienic  
- Keep your working area clean and hygienic  
- Store food safely  
- Hold and serve food safely","- Understanding food safety hazards and their control  
- Importance of personal hygiene, clean clothing, and appropriate behavior  
- Safe storage practices and temperature control  
- Procedures for handling food allergens  
- Techniques to prevent cross-contamination  
- Record-keeping for food safety compliance","- Food safety  
- Cross-contamination  
- Food storage  
- Food hygiene  
- Allergen management  
- Waste disposal","- General Assistant  
- Cashier  
- Bingo Caller  
- Gaming Machine Assistant  
- Dealer",601/0717/0,H/502/0132,Food safety in catering,The aim of this unit is to provide learners with knowledge of the parameters of basic food safety practices as relevant to the catering industry.,"1. Understand how individuals can take personal responsibility for food safety
  - Outline the importance of food safety procedures, risk assessment, safe food handling and behaviour
  - Describe how to report food safety hazards
  - Outline the legal responsibilities of food handlers and food business operators.
2. Understand the importance of keeping him/herself clean and hygienic
  - Explain the importance of personal hygiene in food safety including its role in reducing the risk of contamination
  - Describe effective personal hygiene practices, for example, protective clothing, hand washing, personal illnesses, cuts and wounds.
3. Understand the importance of keeping the work areas clean and hygienic
  - Explain how to keep the work area and equipment clean and tidy to include cleaning and disinfection methods, safe use and storage of cleaning chemicals and materials, and waste disposal
  - State how work flow, work surfaces and equipment can reduce contamination risks and aid cleaning
  - Outline the importance of pest control.
4. Understand the importance of keeping food safe
  - State the sources and risks to food safety from contamination and cross-contamination to include microbial, chemical, physical and allergenic hazards
  - Explain how to deal with food spoilage including recognition, reporting and disposal
  - Describe safe food handling practices and procedures for storing, preparing, cooking, chilling, reheating, holding, serving and transporting food
  - Explain the importance of temperature controls when storing, preparing, cooking, chilling, reheating, holding, serving and transporting food
  - Describe stock control procedures including deliveries, storage, date marking and stock rotation.",Vocationally-Related Qualification,Level 2,"Practical Demonstration/Assignment, Practical Examination",Hospitality and catering,/organisations/RN5217,66.0,438.0,660.0,City and Guilds of London Institute,0.7005585124290091
SCDLDSS409,Learning Development Support Services,Assist advice and guidance clients to decide on a course of action,"The TQUK Level 2 Certificate in Information, Advice or Guidance (RQF) develops learners' knowledge and understanding of information, advice, and guidance practices, supporting roles where learners provide initial information or guidance to others.","- Use appropriate language and communication pace.
- Explain policies on record keeping and confidentiality.
- Encourage clients to identify and explore their requirements.
- Facilitate understanding of alternatives and implications.
- Support clients in evaluating and affirming their decision-making autonomy.
- Review interactions and ensure ongoing appropriateness.
- Comply with relevant legislation and ethical standards.","- Understanding of client communication styles.
- Familiarity with organizational policies and good practice models.
- Ability to identify immediate action situations and alternative support sources.
- Knowledge of barriers to decision-making and methods to support clients.
- Insight into summarizing and documenting client interactions.","advice, guidance, decision-making, client requirements, learning and development, confidentiality, support options","- Advice and Guidance Practitioners  
- Child Development and Well-Being Officers  
- Health and Social Services Officers  
- Learning Development Support Staff",603/3200/1,T/616/9915,"Understand the interaction skills required for information, advice or guidance","This unit focuses on the skills required to interact effectively with clients, emphasizing communication, confidentiality, and understanding personal values.","1. Understand the skills required to interact with clients
  - Describe a model for interactions with clients.
  - Explain why a structured approach for interactions should be used.
  - Describe how shared agreement are made with clients.
2. Understand why effective communication skills are important when delivering of information, advice or guidance
  - Describe how to encourage communication with clients through questioning styles.
  - Describe how to encourage communication with clients through listening skills.
  - Describe non-verbal communication skills for use with clients.
3. Understand the effects of own values, beliefs and attitudes on interactions with clients
  - Describe how to support clients in a non-discriminatory way.
  - Give examples of the effects of own values, beliefs and attitudes on interactions with clients.
4. Understand why confidentiality and impartiality are important in interactions with clients
  - Describe how principles of confidentiality and data protection are applied to interactions with clients.
  - Describe how to maintain impartiality in interactions with clients.
5. Know own skills and development needs
  - Describe own strengths in the interaction skills which contribute to effective service delivery.
  - Describe how own contribution to service delivery areas can be strengthened through development in interaction skills.",Vocationally-Related Qualification,Level 2,Portfolio of Evidence,Direct learning support,/organisations/RN5355,15.0,114.0,150.0,Training Qualifications UK Ltd,0.7005139041927654
SFHPHP41,Public Health,Enable people to address issues related to health and wellbeing,"The objective of this qualification is to provide learners with the knowledge, understanding and skills to promote the oral health and wellbeing of individuals, groups and communities. The qualification will enable learners to carry out a range of oral health preventative procedures, deliver oral health education and advice and carry out preventative treatments in accordance with community treatment plans.","- Acknowledge individuals' rights to make decisions regarding their health and wellbeing.  
- Communicate openly and culturally sensitively.  
- Provide relevant information and advice on health issues.  
- Enable individuals to identify their health concerns and evaluate diverse opinions.  
- Encourage the development of personal health plans, acknowledge diversity, and clarify options.  
- Discuss feasibility and support mechanisms available.  
- Maintain appropriate contact and support based on individual needs and agency resources.  
- Facilitate self-evaluation and the implementation of changes in health management.","- Understand the social aspects influencing health perceptions.  
- Recognize misinformation about health and wellbeing.  
- Identify various stressors affecting health.  
- Address health needs, including hidden ones, and recognize the impact of inequality.  
- Comprehend communication styles and adapt them to different contexts.  
- Acknowledge the impact of discrimination and promote the value of diversity.  
- Utilize various learning and group work methodologies.  
- Evaluate legislation and regulatory changes related to health and wellbeing.  
- Apply principles of equality and anti-discriminatory practice in health interactions.","Health improvement, health inequalities, communication, support, community health, evaluation, decision-making.","- Health and Social Care Workers  
- Public Health Practitioners  
- Community Health Workers  
- Healthcare Support Workers",603/6806/8,T/502/7120,Principles of health improvement,"This unit covers the different aspects influencing health improvement, including understanding health inequalities, effective communication skills, promoting health and wellbeing, and the impact of change on individual health.","1. Know how inequalities in health may develop and what the current policies are for addressing these.
  - An example of health inequality, its effects and possible impact on local communities
  - The factors leading to health inequalities
  - The policies and methodologies for reducing inequalities in health
2. Understand how effective communication can support health messages.
  - The communication skills that are effective in communicating health messages
  - Barriers to communication that may affect the understanding of health messages and strategies for overcoming these
  - The role of effective communication in the promotion of health messages
3. Know how to promote improvements in health and wellbeing to individuals.
  - The western scientific model and World Health Organisation definitions of the term ‘health and wellbeing’
  - Positive and negative influences on health and wellbeing
  - An example of an approach to the promotion of health and wellbeing
  - Resources that can be used for promoting health and wellbeing
  - How individuals can promote health and wellbeing
4. Understand the impact of change on improving an individual’s health and wellbeing.
  - An example of behaviour change that can improve an individual’s health and wellbeing
  - How individuals can be encouraged to change their behaviour
  - Positive and negative influences on behaviour change",Occupational Qualification,Level 4,"Coursework, Multiple Choice Examination, Portfolio of Evidence, Written Examination",Health and social care,/organisations/RN5255,,215.0,370.0,Royal Society for Public Health,0.7004356255574646
CCSJ44,"Jewellery Manufacture, Silversmithing and Allied Trades",Form jewellery components using advanced techniques,Level 5 Diploma in Jewellery Design and Manufacturing focusing on advanced techniques in jewellery manufacturing and design.,"- Plan production of jewellery components according to project needs.  
- Produce design specifications and work schedules following industry best practices.  
- Utilize a range of advanced techniques to create jewellery components.  
- Conduct checks for dimensional accuracy and quality assurance.  
- Dry assemble components to verify fit and tolerance before final fixing.  
- Communicate production needs effectively.  
- Implement production plans in adherence to best practices.  
- Inspect work for defects and take corrective action when needed.  
- Deliver completed work to meet given specifications.","- Safety precautions for hand and machine tool usage.  
- Techniques to illustrate and communicate jewellery designs.  
- Methods for calculating dimensions for component production.  
- Techniques for creating advanced three-dimensional jewellery forms.  
- General gemmology theory relevant to jewellery settings.  
- Properties of materials used in jewellery making.  
- Tools and processes for making jigs or aids for advanced components.  
- Additional forming techniques for fabricating intricate jewellery.  
- Knowledge of CNC, laser, and other advanced technologies in jewellery production.  
- Methods for verifying dimensional accuracy and specifications.  
- Awareness of common defects and rectification methods.  
- Best practices in advanced jewellery forming techniques within the industry.","Jewellery, design, technique, product, components, silverwork, metallurgy, advanced, complex, expert","- Design Associate Professionals  
- Skilled Trades within Jewellery Manufacture, Silversmithing and Allied Trades",603/4592/5,M/617/5051,Jewellery Experimental Techniques,Exploration of experimental techniques and innovative design in jewellery creation.,"1. Apply experimental techniques to design processes.
  - Experiment with unconventional materials in jewellery design.
  - Document design iterations and outcomes.",Occupational Qualification,Level 5,"Portfolio of Evidence, Practical Demonstration/Assignment",Manufacturing technologies,/organisations/RN5167,108.0,612.0,1080.0,Scottish Qualifications Authority trading as SQA,0.7003265538791039
